"","Canal 8 Dernier (C)","Canal 8 Moy. (C)"
"2026-05-17T22:20:25+02:00","24,537","24,543"
"2026-05-17T22:20:55+02:00","24,524","24,527"
"2026-05-17T22:21:25+02:00","24,512","24,526"
"2026-05-17T22:21:55+02:00","24,529","24,521"
"2026-05-17T22:22:25+02:00","24,506","24,515"
"2026-05-17T22:22:55+02:00","24,496","24,503"
"2026-05-17T22:23:25+02:00","24,489","24,497"
"2026-05-17T22:23:55+02:00","24,492","24,495"
"2026-05-17T22:24:25+02:00","24,485","24,489"
"2026-05-17T22:24:55+02:00","24,489","24,494"
"2026-05-17T22:25:25+02:00","24,490","24,490"
"2026-05-17T22:25:55+02:00","24,475","24,480"
"2026-05-17T22:26:25+02:00","24,479","24,477"
"2026-05-17T22:26:55+02:00","24,468","24,468"
"2026-05-17T22:27:25+02:00","24,453","24,459"
"2026-05-17T22:27:55+02:00","24,439","24,448"
"2026-05-17T22:28:25+02:00","24,437","24,435"
"2026-05-17T22:28:55+02:00","24,432","24,432"
"2026-05-17T22:29:25+02:00","24,432","24,433"
"2026-05-17T22:29:55+02:00","24,422","24,426"
"2026-05-17T22:30:25+02:00","24,415","24,424"
"2026-05-17T22:30:55+02:00","24,406","24,416"
"2026-05-17T22:31:25+02:00","24,408","24,414"
"2026-05-17T22:31:55+02:00","24,408","24,405"
"2026-05-17T22:32:25+02:00","24,403","24,402"
"2026-05-17T22:32:55+02:00","24,404","24,396"
"2026-05-17T22:33:25+02:00","24,408","24,403"
"2026-05-17T22:33:55+02:00","24,404","24,397"
"2026-05-17T22:34:25+02:00","24,390","24,397"
"2026-05-17T22:34:55+02:00","24,397","24,393"
"2026-05-17T22:35:25+02:00","24,392","24,391"
"2026-05-17T22:35:55+02:00","24,402","24,399"
"2026-05-17T22:36:25+02:00","24,388","24,394"
"2026-05-17T22:36:55+02:00","24,388","24,386"
"2026-05-17T22:37:25+02:00","24,389","24,390"
"2026-05-17T22:37:55+02:00","24,406","24,400"
"2026-05-17T22:38:25+02:00","24,408","24,414"
"2026-05-17T22:38:55+02:00","24,403","24,414"
"2026-05-17T22:39:25+02:00","24,417","24,410"
"2026-05-17T22:39:55+02:00","24,417","24,419"
"2026-05-17T22:40:25+02:00","24,416","24,416"
"2026-05-17T22:40:55+02:00","24,411","24,415"
"2026-05-17T22:41:25+02:00","24,407","24,416"
"2026-05-17T22:41:55+02:00","24,431","24,422"
"2026-05-17T22:42:25+02:00","24,434","24,435"
"2026-05-17T22:42:55+02:00","24,456","24,447"
"2026-05-17T22:43:25+02:00","24,478","24,467"
"2026-05-17T22:43:55+02:00","24,481","24,477"
"2026-05-17T22:44:25+02:00","24,490","24,486"
"2026-05-17T22:44:55+02:00","24,497","24,496"
"2026-05-17T22:45:25+02:00","24,506","24,496"
"2026-05-17T22:45:55+02:00","24,509","24,503"
"2026-05-17T22:46:25+02:00","24,505","24,504"
"2026-05-17T22:46:55+02:00","24,511","24,507"
"2026-05-17T22:47:25+02:00","24,525","24,516"
"2026-05-17T22:47:55+02:00","24,525","24,522"
"2026-05-17T22:48:25+02:00","24,538","24,528"
"2026-05-17T22:48:55+02:00","24,535","24,535"
"2026-05-17T22:49:25+02:00","24,544","24,533"
"2026-05-17T22:49:55+02:00","24,533","24,540"
"2026-05-17T22:50:25+02:00","24,546","24,542"
"2026-05-17T22:50:55+02:00","24,535","24,542"
"2026-05-17T22:51:25+02:00","24,532","24,539"
"2026-05-17T22:51:55+02:00","24,526","24,543"
"2026-05-17T22:52:25+02:00","24,521","24,531"
"2026-05-17T22:52:55+02:00","24,531","24,531"
"2026-05-17T22:53:25+02:00","24,525","24,521"
"2026-05-17T22:53:55+02:00","24,503","24,513"
"2026-05-17T22:54:25+02:00","24,498","24,506"
"2026-05-17T22:54:55+02:00","24,488","24,496"
"2026-05-17T22:55:25+02:00","24,495","24,489"
"2026-05-17T22:55:55+02:00","24,468","24,482"
"2026-05-17T22:56:25+02:00","24,464","24,464"
"2026-05-17T22:56:55+02:00","24,442","24,459"
"2026-05-17T22:57:25+02:00","24,449","24,446"
"2026-05-17T22:57:55+02:00","24,436","24,439"
"2026-05-17T22:58:25+02:00","24,419","24,428"
"2026-05-17T22:58:55+02:00","24,394","24,418"
"2026-05-17T22:59:25+02:00","24,397","24,398"
"2026-05-17T22:59:55+02:00","24,399","24,391"
"2026-05-17T23:00:25+02:00","24,387","24,389"
"2026-05-17T23:00:55+02:00","24,378","24,379"
"2026-05-17T23:01:25+02:00","24,372","24,376"
"2026-05-17T23:01:55+02:00","24,377","24,375"
"2026-05-17T23:02:25+02:00","24,351","24,366"
"2026-05-17T23:02:55+02:00","24,343","24,349"
"2026-05-17T23:03:25+02:00","24,339","24,347"
"2026-05-17T23:03:55+02:00","24,325","24,331"
"2026-05-17T23:04:25+02:00","24,314","24,327"
"2026-05-17T23:04:55+02:00","24,335","24,325"
"2026-05-17T23:05:25+02:00","24,323","24,324"
"2026-05-17T23:05:55+02:00","24,333","24,321"
"2026-05-17T23:06:25+02:00","24,311","24,317"
"2026-05-17T23:06:55+02:00","24,302","24,307"
"2026-05-17T23:07:25+02:00","24,312","24,301"
"2026-05-17T23:07:55+02:00","24,305","24,303"
"2026-05-17T23:08:25+02:00","24,294","24,302"
"2026-05-17T23:08:55+02:00","24,289","24,293"
"2026-05-17T23:09:25+02:00","24,296","24,294"
"2026-05-17T23:09:55+02:00","24,284","24,293"
"2026-05-17T23:10:25+02:00","24,281","24,294"
"2026-05-17T23:10:55+02:00","24,293","24,287"
"2026-05-17T23:11:25+02:00","24,299","24,295"
"2026-05-17T23:11:55+02:00","24,286","24,299"
"2026-05-17T23:12:25+02:00","24,313","24,307"
"2026-05-17T23:12:55+02:00","24,322","24,316"
"2026-05-17T23:13:25+02:00","24,338","24,319"
"2026-05-17T23:13:55+02:00","24,327","24,323"
"2026-05-17T23:14:25+02:00","24,313","24,321"
"2026-05-17T23:14:55+02:00","24,327","24,322"
"2026-05-17T23:15:25+02:00","24,310","24,320"
"2026-05-17T23:15:55+02:00","24,320","24,327"
"2026-05-17T23:16:25+02:00","24,322","24,335"
"2026-05-17T23:16:55+02:00","24,337","24,336"
"2026-05-17T23:17:25+02:00","24,337","24,342"
"2026-05-17T23:17:55+02:00","24,338","24,340"
"2026-05-17T23:18:25+02:00","24,343","24,341"
"2026-05-17T23:18:55+02:00","24,347","24,340"
"2026-05-17T23:19:25+02:00","24,340","24,339"
"2026-05-17T23:19:55+02:00","24,335","24,333"
"2026-05-17T23:20:25+02:00","24,328","24,335"
"2026-05-17T23:20:55+02:00","24,342","24,349"
"2026-05-17T23:21:25+02:00","24,348","24,347"
"2026-05-17T23:21:55+02:00","24,355","24,352"
"2026-05-17T23:22:25+02:00","24,350","24,355"
"2026-05-17T23:22:55+02:00","24,348","24,353"
"2026-05-17T23:23:25+02:00","24,377","24,362"
"2026-05-17T23:23:55+02:00","24,380","24,375"
"2026-05-17T23:24:25+02:00","24,393","24,386"
"2026-05-17T23:24:55+02:00","24,405","24,396"
"2026-05-17T23:25:25+02:00","24,407","24,401"
"2026-05-17T23:25:55+02:00","24,408","24,404"
"2026-05-17T23:26:25+02:00","24,416","24,414"
"2026-05-17T23:26:55+02:00","24,425","24,427"
"2026-05-17T23:27:25+02:00","24,429","24,419"
"2026-05-17T23:27:55+02:00","24,438","24,428"
"2026-05-17T23:28:25+02:00","24,439","24,441"
"2026-05-17T23:28:55+02:00","24,436","24,446"
"2026-05-17T23:29:25+02:00","24,448","24,441"
"2026-05-17T23:29:55+02:00","24,443","24,443"
"2026-05-17T23:30:25+02:00","24,428","24,438"
"2026-05-17T23:30:55+02:00","24,449","24,446"
"2026-05-17T23:31:25+02:00","24,438","24,443"
"2026-05-17T23:31:55+02:00","24,425","24,426"
"2026-05-17T23:32:25+02:00","24,409","24,420"
"2026-05-17T23:32:55+02:00","24,406","24,407"
"2026-05-17T23:33:25+02:00","24,406","24,406"
"2026-05-17T23:33:55+02:00","24,385","24,392"
"2026-05-17T23:34:25+02:00","24,396","24,391"
"2026-05-17T23:34:55+02:00","24,389","24,385"
"2026-05-17T23:35:25+02:00","24,356","24,370"
"2026-05-17T23:35:55+02:00","24,344","24,352"
"2026-05-17T23:36:25+02:00","24,343","24,347"
"2026-05-17T23:36:55+02:00","24,342","24,340"
"2026-05-17T23:37:25+02:00","24,329","24,332"
"2026-05-17T23:37:55+02:00","24,313","24,321"
"2026-05-17T23:38:25+02:00","24,333","24,319"
"2026-05-17T23:38:55+02:00","24,311","24,320"
"2026-05-17T23:39:25+02:00","24,327","24,323"
"2026-05-17T23:39:55+02:00","24,312","24,313"
"2026-05-17T23:40:25+02:00","24,295","24,305"
"2026-05-17T23:40:55+02:00","24,300","24,299"
"2026-05-17T23:41:25+02:00","24,297","24,289"
"2026-05-17T23:41:55+02:00","24,286","24,289"
"2026-05-17T23:42:25+02:00","24,270","24,281"
"2026-05-17T23:42:55+02:00","24,270","24,274"
"2026-05-17T23:43:25+02:00","24,257","24,266"
"2026-05-17T23:43:55+02:00","24,257","24,262"
"2026-05-17T23:44:25+02:00","24,248","24,247"
"2026-05-17T23:44:55+02:00","24,211","24,226"
"2026-05-17T23:45:25+02:00","24,219","24,217"
"2026-05-17T23:45:55+02:00","24,202","24,209"
"2026-05-17T23:46:25+02:00","24,203","24,209"
"2026-05-17T23:46:55+02:00","24,182","24,196"
"2026-05-17T23:47:25+02:00","24,186","24,194"
"2026-05-17T23:47:55+02:00","24,193","24,198"
"2026-05-17T23:48:25+02:00","24,194","24,189"
"2026-05-17T23:48:55+02:00","24,186","24,187"
"2026-05-17T23:49:25+02:00","24,181","24,187"
"2026-05-17T23:49:55+02:00","24,167","24,177"
"2026-05-17T23:50:25+02:00","24,152","24,170"
"2026-05-17T23:50:55+02:00","24,175","24,168"
"2026-05-17T23:51:25+02:00","24,167","24,177"
"2026-05-17T23:51:55+02:00","24,168","24,170"
"2026-05-17T23:52:25+02:00","24,163","24,165"
"2026-05-17T23:52:55+02:00","24,170","24,168"
"2026-05-17T23:53:25+02:00","24,159","24,164"
"2026-05-17T23:53:55+02:00","24,161","24,166"
"2026-05-17T23:54:25+02:00","24,164","24,161"
"2026-05-17T23:54:55+02:00","24,165","24,166"
"2026-05-17T23:55:25+02:00","24,174","24,167"
"2026-05-17T23:55:55+02:00","24,169","24,168"
"2026-05-17T23:56:25+02:00","24,170","24,172"
"2026-05-17T23:56:55+02:00","24,176","24,168"
"2026-05-17T23:57:25+02:00","24,172","24,168"
"2026-05-17T23:57:55+02:00","24,179","24,172"
"2026-05-17T23:58:25+02:00","24,178","24,181"
"2026-05-17T23:58:55+02:00","24,191","24,181"
"2026-05-17T23:59:25+02:00","24,178","24,182"
"2026-05-17T23:59:55+02:00","24,190","24,189"
"2026-05-18T00:00:25+02:00","24,194","24,197"
"2026-05-18T00:00:55+02:00","24,211","24,207"
"2026-05-18T00:01:25+02:00","24,212","24,203"
"2026-05-18T00:01:55+02:00","24,195","24,207"
"2026-05-18T00:02:25+02:00","24,238","24,216"
"2026-05-18T00:02:55+02:00","24,223","24,227"
"2026-05-18T00:03:25+02:00","24,251","24,242"
"2026-05-18T00:03:55+02:00","24,255","24,247"
"2026-05-18T00:04:25+02:00","24,249","24,257"
"2026-05-18T00:04:55+02:00","24,265","24,267"
"2026-05-18T00:05:25+02:00","24,281","24,274"
"2026-05-18T00:05:55+02:00","24,287","24,286"
"2026-05-18T00:06:25+02:00","24,300","24,290"
"2026-05-18T00:06:55+02:00","24,305","24,298"
"2026-05-18T00:07:25+02:00","24,335","24,312"
"2026-05-18T00:07:55+02:00","24,321","24,324"
"2026-05-18T00:08:25+02:00","24,325","24,324"
"2026-05-18T00:08:55+02:00","24,327","24,327"
"2026-05-18T00:09:25+02:00","24,316","24,327"
"2026-05-18T00:09:55+02:00","24,303","24,315"
"2026-05-18T00:10:25+02:00","24,327","24,318"
"2026-05-18T00:10:55+02:00","24,318","24,319"
"2026-05-18T00:11:25+02:00","24,317","24,320"
"2026-05-18T00:11:55+02:00","24,325","24,329"
"2026-05-18T00:12:25+02:00","24,329","24,325"
"2026-05-18T00:12:55+02:00","24,309","24,317"
"2026-05-18T00:13:25+02:00","24,295","24,301"
"2026-05-18T00:13:55+02:00","24,289","24,290"
"2026-05-18T00:14:25+02:00","24,293","24,290"
"2026-05-18T00:14:55+02:00","24,274","24,281"
"2026-05-18T00:15:25+02:00","24,251","24,266"
"2026-05-18T00:15:55+02:00","24,249","24,252"
"2026-05-18T00:16:25+02:00","24,274","24,262"
"2026-05-18T00:16:55+02:00","24,261","24,268"
"2026-05-18T00:17:25+02:00","24,257","24,261"
"2026-05-18T00:17:55+02:00","24,242","24,245"
"2026-05-18T00:18:25+02:00","24,241","24,232"
"2026-05-18T00:18:55+02:00","24,225","24,230"
"2026-05-18T00:19:25+02:00","24,232","24,225"
"2026-05-18T00:19:55+02:00","24,222","24,230"
"2026-05-18T00:20:25+02:00","24,219","24,216"
"2026-05-18T00:20:55+02:00","24,204","24,217"
"2026-05-18T00:21:25+02:00","24,195","24,194"
"2026-05-18T00:21:55+02:00","24,179","24,193"
"2026-05-18T00:22:25+02:00","24,199","24,186"
"2026-05-18T00:22:55+02:00","24,184","24,183"
"2026-05-18T00:23:25+02:00","24,162","24,172"
"2026-05-18T00:23:55+02:00","24,170","24,168"
"2026-05-18T00:24:25+02:00","24,171","24,163"
"2026-05-18T00:24:55+02:00","24,150","24,155"
"2026-05-18T00:25:25+02:00","24,154","24,152"
"2026-05-18T00:25:55+02:00","24,139","24,145"
"2026-05-18T00:26:25+02:00","24,133","24,138"
"2026-05-18T00:26:55+02:00","24,122","24,134"
"2026-05-18T00:27:25+02:00","24,130","24,127"
"2026-05-18T00:27:55+02:00","24,123","24,129"
"2026-05-18T00:28:25+02:00","24,125","24,132"
"2026-05-18T00:28:55+02:00","24,136","24,127"
"2026-05-18T00:29:25+02:00","24,117","24,128"
"2026-05-18T00:29:55+02:00","24,120","24,129"
"2026-05-18T00:30:25+02:00","24,127","24,125"
"2026-05-18T00:30:55+02:00","24,113","24,119"
"2026-05-18T00:31:25+02:00","24,128","24,129"
"2026-05-18T00:31:55+02:00","24,132","24,127"
"2026-05-18T00:32:25+02:00","24,130","24,126"
"2026-05-18T00:32:55+02:00","24,124","24,128"
"2026-05-18T00:33:25+02:00","24,125","24,121"
"2026-05-18T00:33:55+02:00","24,108","24,117"
"2026-05-18T00:34:25+02:00","24,122","24,131"
"2026-05-18T00:34:55+02:00","24,138","24,138"
"2026-05-18T00:35:25+02:00","24,173","24,156"
"2026-05-18T00:35:55+02:00","24,157","24,161"
"2026-05-18T00:36:25+02:00","24,163","24,162"
"2026-05-18T00:36:55+02:00","24,155","24,160"
"2026-05-18T00:37:25+02:00","24,148","24,150"
"2026-05-18T00:37:55+02:00","24,167","24,161"
"2026-05-18T00:38:25+02:00","24,172","24,177"
"2026-05-18T00:38:55+02:00","24,178","24,180"
"2026-05-18T00:39:25+02:00","24,176","24,189"
"2026-05-18T00:39:55+02:00","24,189","24,186"
"2026-05-18T00:40:25+02:00","24,194","24,193"
"2026-05-18T00:40:55+02:00","24,224","24,213"
"2026-05-18T00:41:25+02:00","24,191","24,199"
"2026-05-18T00:41:55+02:00","24,200","24,200"
"2026-05-18T00:42:25+02:00","24,207","24,197"
"2026-05-18T00:42:55+02:00","24,212","24,202"
"2026-05-18T00:43:25+02:00","24,211","24,202"
"2026-05-18T00:43:55+02:00","24,232","24,215"
"2026-05-18T00:44:25+02:00","24,221","24,230"
"2026-05-18T00:44:55+02:00","24,246","24,235"
"2026-05-18T00:45:25+02:00","24,253","24,240"
"2026-05-18T00:45:55+02:00","24,261","24,256"
"2026-05-18T00:46:25+02:00","24,270","24,263"
"2026-05-18T00:46:55+02:00","24,264","24,271"
"2026-05-18T00:47:25+02:00","24,282","24,278"
"2026-05-18T00:47:55+02:00","24,285","24,283"
"2026-05-18T00:48:25+02:00","24,302","24,295"
"2026-05-18T00:48:55+02:00","24,301","24,298"
"2026-05-18T00:49:25+02:00","24,315","24,305"
"2026-05-18T00:49:55+02:00","24,302","24,307"
"2026-05-18T00:50:25+02:00","24,295","24,300"
"2026-05-18T00:50:55+02:00","24,291","24,292"
"2026-05-18T00:51:25+02:00","24,300","24,299"
"2026-05-18T00:51:55+02:00","24,300","24,296"
"2026-05-18T00:52:25+02:00","24,290","24,294"
"2026-05-18T00:52:55+02:00","24,308","24,295"
"2026-05-18T00:53:25+02:00","24,295","24,300"
"2026-05-18T00:53:55+02:00","24,272","24,291"
"2026-05-18T00:54:25+02:00","24,274","24,275"
"2026-05-18T00:54:55+02:00","24,257","24,262"
"2026-05-18T00:55:25+02:00","24,230","24,249"
"2026-05-18T00:55:55+02:00","24,229","24,232"
"2026-05-18T00:56:25+02:00","24,221","24,222"
"2026-05-18T00:56:55+02:00","24,216","24,213"
"2026-05-18T00:57:25+02:00","24,224","24,211"
"2026-05-18T00:57:55+02:00","24,193","24,201"
"2026-05-18T00:58:25+02:00","24,193","24,191"
"2026-05-18T00:58:55+02:00","24,181","24,179"
"2026-05-18T00:59:25+02:00","24,173","24,169"
"2026-05-18T00:59:55+02:00","24,155","24,163"
"2026-05-18T01:00:25+02:00","24,147","24,149"
"2026-05-18T01:00:55+02:00","24,138","24,144"
"2026-05-18T01:01:25+02:00","24,146","24,143"
"2026-05-18T01:01:55+02:00","24,134","24,142"
"2026-05-18T01:02:25+02:00","24,145","24,139"
"2026-05-18T01:02:55+02:00","24,120","24,134"
"2026-05-18T01:03:25+02:00","24,130","24,122"
"2026-05-18T01:03:55+02:00","24,131","24,124"
"2026-05-18T01:04:25+02:00","24,129","24,125"
"2026-05-18T01:04:55+02:00","24,132","24,129"
"2026-05-18T01:05:25+02:00","24,123","24,124"
"2026-05-18T01:05:55+02:00","24,106","24,114"
"2026-05-18T01:06:25+02:00","24,107","24,108"
"2026-05-18T01:06:55+02:00","24,095","24,104"
"2026-05-18T01:07:25+02:00","24,093","24,097"
"2026-05-18T01:07:55+02:00","24,082","24,091"
"2026-05-18T01:08:25+02:00","24,086","24,089"
"2026-05-18T01:08:55+02:00","24,083","24,080"
"2026-05-18T01:09:25+02:00","24,072","24,077"
"2026-05-18T01:09:55+02:00","24,095","24,081"
"2026-05-18T01:10:25+02:00","24,072","24,081"
"2026-05-18T01:10:55+02:00","24,070","24,073"
"2026-05-18T01:11:25+02:00","24,060","24,064"
"2026-05-18T01:11:55+02:00","24,067","24,055"
"2026-05-18T01:12:25+02:00","24,047","24,054"
"2026-05-18T01:12:55+02:00","24,044","24,045"
"2026-05-18T01:13:25+02:00","24,042","24,048"
"2026-05-18T01:13:55+02:00","24,055","24,047"
"2026-05-18T01:14:25+02:00","24,066","24,047"
"2026-05-18T01:14:55+02:00","24,058","24,059"
"2026-05-18T01:15:25+02:00","24,066","24,064"
"2026-05-18T01:15:55+02:00","24,085","24,073"
"2026-05-18T01:16:25+02:00","24,086","24,086"
"2026-05-18T01:16:55+02:00","24,075","24,090"
"2026-05-18T01:17:25+02:00","24,102","24,091"
"2026-05-18T01:17:55+02:00","24,094","24,095"
"2026-05-18T01:18:25+02:00","24,093","24,094"
"2026-05-18T01:18:55+02:00","24,103","24,101"
"2026-05-18T01:19:25+02:00","24,092","24,103"
"2026-05-18T01:19:55+02:00","24,112","24,112"
"2026-05-18T01:20:25+02:00","24,139","24,131"
"2026-05-18T01:20:55+02:00","24,148","24,138"
"2026-05-18T01:21:25+02:00","24,161","24,148"
"2026-05-18T01:21:55+02:00","24,152","24,158"
"2026-05-18T01:22:25+02:00","24,163","24,161"
"2026-05-18T01:22:55+02:00","24,172","24,166"
"2026-05-18T01:23:25+02:00","24,171","24,175"
"2026-05-18T01:23:55+02:00","24,170","24,181"
"2026-05-18T01:24:25+02:00","24,185","24,181"
"2026-05-18T01:24:55+02:00","24,176","24,185"
"2026-05-18T01:25:25+02:00","24,190","24,190"
"2026-05-18T01:25:55+02:00","24,187","24,190"
"2026-05-18T01:26:25+02:00","24,195","24,191"
"2026-05-18T01:26:55+02:00","24,212","24,201"
"2026-05-18T01:27:25+02:00","24,218","24,211"
"2026-05-18T01:27:55+02:00","24,235","24,218"
"2026-05-18T01:28:25+02:00","24,234","24,224"
"2026-05-18T01:28:55+02:00","24,235","24,233"
"2026-05-18T01:29:25+02:00","24,227","24,229"
"2026-05-18T01:29:55+02:00","24,231","24,231"
"2026-05-18T01:30:25+02:00","24,241","24,235"
"2026-05-18T01:30:55+02:00","24,239","24,234"
"2026-05-18T01:31:25+02:00","24,232","24,240"
"2026-05-18T01:31:55+02:00","24,226","24,231"
"2026-05-18T01:32:25+02:00","24,216","24,220"
"2026-05-18T01:32:55+02:00","24,196","24,213"
"2026-05-18T01:33:25+02:00","24,200","24,207"
"2026-05-18T01:33:55+02:00","24,203","24,201"
"2026-05-18T01:34:25+02:00","24,197","24,196"
"2026-05-18T01:34:55+02:00","24,179","24,187"
"2026-05-18T01:35:25+02:00","24,165","24,170"
"2026-05-18T01:35:55+02:00","24,144","24,165"
"2026-05-18T01:36:25+02:00","24,163","24,162"
"2026-05-18T01:36:55+02:00","24,154","24,159"
"2026-05-18T01:37:25+02:00","24,158","24,156"
"2026-05-18T01:37:55+02:00","24,125","24,142"
"2026-05-18T01:38:25+02:00","24,129","24,136"
"2026-05-18T01:38:55+02:00","24,121","24,137"
"2026-05-18T01:39:25+02:00","24,117","24,123"
"2026-05-18T01:39:55+02:00","24,112","24,109"
"2026-05-18T01:40:25+02:00","24,091","24,104"
"2026-05-18T01:40:55+02:00","24,098","24,097"
"2026-05-18T01:41:25+02:00","24,080","24,087"
"2026-05-18T01:41:55+02:00","24,072","24,073"
"2026-05-18T01:42:25+02:00","24,076","24,070"
"2026-05-18T01:42:55+02:00","24,062","24,070"
"2026-05-18T01:43:25+02:00","24,065","24,062"
"2026-05-18T01:43:55+02:00","24,076","24,072"
"2026-05-18T01:44:25+02:00","24,063","24,068"
"2026-05-18T01:44:55+02:00","24,040","24,057"
"2026-05-18T01:45:25+02:00","24,044","24,044"
"2026-05-18T01:45:55+02:00","24,038","24,043"
"2026-05-18T01:46:25+02:00","24,052","24,040"
"2026-05-18T01:46:55+02:00","24,048","24,050"
"2026-05-18T01:47:25+02:00","24,037","24,044"
"2026-05-18T01:47:55+02:00","24,042","24,040"
"2026-05-18T01:48:25+02:00","24,049","24,038"
"2026-05-18T01:48:55+02:00","24,030","24,032"
"2026-05-18T01:49:25+02:00","24,041","24,035"
"2026-05-18T01:49:55+02:00","24,042","24,037"
"2026-05-18T01:50:25+02:00","24,016","24,016"
"2026-05-18T01:50:55+02:00","24,023","24,023"
"2026-05-18T01:51:25+02:00","24,029","24,019"
"2026-05-18T01:51:55+02:00","24,018","24,019"
"2026-05-18T01:52:25+02:00","24,021","24,019"
"2026-05-18T01:52:55+02:00","24,006","24,012"
"2026-05-18T01:53:25+02:00","24,028","24,015"
"2026-05-18T01:53:55+02:00","24,027","24,029"
"2026-05-18T01:54:25+02:00","24,040","24,033"
"2026-05-18T01:54:55+02:00","24,041","24,034"
"2026-05-18T01:55:25+02:00","24,041","24,037"
"2026-05-18T01:55:55+02:00","24,039","24,044"
"2026-05-18T01:56:25+02:00","24,038","24,042"
"2026-05-18T01:56:55+02:00","24,059","24,048"
"2026-05-18T01:57:25+02:00","24,072","24,058"
"2026-05-18T01:57:55+02:00","24,057","24,056"
"2026-05-18T01:58:25+02:00","24,053","24,057"
"2026-05-18T01:58:55+02:00","24,079","24,070"
"2026-05-18T01:59:25+02:00","24,075","24,075"
"2026-05-18T01:59:55+02:00","24,080","24,077"
"2026-05-18T02:00:25+02:00","24,065","24,075"
"2026-05-18T02:00:55+02:00","24,078","24,073"
"2026-05-18T02:01:25+02:00","24,058","24,062"
"2026-05-18T02:01:55+02:00","24,081","24,071"
"2026-05-18T02:02:25+02:00","24,071","24,067"
"2026-05-18T02:02:55+02:00","24,082","24,070"
"2026-05-18T02:03:25+02:00","24,091","24,081"
"2026-05-18T02:03:55+02:00","24,094","24,090"
"2026-05-18T02:04:25+02:00","24,103","24,096"
"2026-05-18T02:04:55+02:00","24,111","24,108"
"2026-05-18T02:05:25+02:00","24,106","24,118"
"2026-05-18T02:05:55+02:00","24,131","24,127"
"2026-05-18T02:06:25+02:00","24,133","24,125"
"2026-05-18T02:06:55+02:00","24,152","24,133"
"2026-05-18T02:07:25+02:00","24,168","24,152"
"2026-05-18T02:07:55+02:00","24,170","24,161"
"2026-05-18T02:08:25+02:00","24,184","24,168"
"2026-05-18T02:08:55+02:00","24,167","24,171"
"2026-05-18T02:09:25+02:00","24,163","24,176"
"2026-05-18T02:09:55+02:00","24,189","24,177"
"2026-05-18T02:10:25+02:00","24,182","24,183"
"2026-05-18T02:10:55+02:00","24,170","24,175"
"2026-05-18T02:11:25+02:00","24,174","24,173"
"2026-05-18T02:11:55+02:00","24,184","24,180"
"2026-05-18T02:12:25+02:00","24,181","24,182"
"2026-05-18T02:12:55+02:00","24,172","24,181"
"2026-05-18T02:13:25+02:00","24,167","24,173"
"2026-05-18T02:13:55+02:00","24,167","24,169"
"2026-05-18T02:14:25+02:00","24,161","24,172"
"2026-05-18T02:14:55+02:00","24,162","24,166"
"2026-05-18T02:15:25+02:00","24,147","24,159"
"2026-05-18T02:15:55+02:00","24,145","24,145"
"2026-05-18T02:16:25+02:00","24,132","24,136"
"2026-05-18T02:16:55+02:00","24,114","24,125"
"2026-05-18T02:17:25+02:00","24,111","24,107"
"2026-05-18T02:17:55+02:00","24,101","24,106"
"2026-05-18T02:18:25+02:00","24,087","24,094"
"2026-05-18T02:18:55+02:00","24,105","24,088"
"2026-05-18T02:19:25+02:00","24,080","24,094"
"2026-05-18T02:19:55+02:00","24,087","24,086"
"2026-05-18T02:20:25+02:00","24,081","24,073"
"2026-05-18T02:20:55+02:00","24,063","24,073"
"2026-05-18T02:21:25+02:00","24,057","24,066"
"2026-05-18T02:21:55+02:00","24,043","24,050"
"2026-05-18T02:22:25+02:00","24,033","24,038"
"2026-05-18T02:22:55+02:00","24,035","24,035"
"2026-05-18T02:23:25+02:00","24,014","24,029"
"2026-05-18T02:23:55+02:00","24,027","24,019"
"2026-05-18T02:24:25+02:00","24,017","24,015"
"2026-05-18T02:24:55+02:00","24,004","24,010"
"2026-05-18T02:25:25+02:00","23,995","23,999"
"2026-05-18T02:25:55+02:00","23,990","23,993"
"2026-05-18T02:26:25+02:00","23,990","23,992"
"2026-05-18T02:26:55+02:00","23,994","23,996"
"2026-05-18T02:27:25+02:00","23,983","23,981"
"2026-05-18T02:27:55+02:00","23,977","23,980"
"2026-05-18T02:28:25+02:00","23,975","23,975"
"2026-05-18T02:28:55+02:00","23,954","23,964"
"2026-05-18T02:29:25+02:00","23,959","23,960"
"2026-05-18T02:29:55+02:00","23,962","23,962"
"2026-05-18T02:30:25+02:00","23,960","23,959"
"2026-05-18T02:30:55+02:00","23,932","23,946"
"2026-05-18T02:31:25+02:00","23,936","23,935"
"2026-05-18T02:31:55+02:00","23,925","23,932"
"2026-05-18T02:32:25+02:00","23,929","23,936"
"2026-05-18T02:32:55+02:00","23,931","23,935"
"2026-05-18T02:33:25+02:00","23,951","23,944"
"2026-05-18T02:33:55+02:00","23,940","23,939"
"2026-05-18T02:34:25+02:00","23,935","23,936"
"2026-05-18T02:34:55+02:00","23,938","23,940"
"2026-05-18T02:35:25+02:00","23,934","23,941"
"2026-05-18T02:35:55+02:00","23,931","23,935"
"2026-05-18T02:36:25+02:00","23,932","23,937"
"2026-05-18T02:36:55+02:00","23,927","23,930"
"2026-05-18T02:37:25+02:00","23,919","23,918"
"2026-05-18T02:37:55+02:00","23,935","23,933"
"2026-05-18T02:38:25+02:00","23,926","23,930"
