"","Canal 8 Dernier (C)","Canal 8 Moy. (C)"
"2026-05-12T20:30:59+02:00","26,866","26,863"
"2026-05-12T20:31:29+02:00","26,894","26,885"
"2026-05-12T20:31:59+02:00","26,885","26,883"
"2026-05-12T20:32:29+02:00","26,870","26,876"
"2026-05-12T20:32:59+02:00","26,873","26,877"
"2026-05-12T20:33:29+02:00","26,882","26,882"
"2026-05-12T20:33:59+02:00","26,887","26,875"
"2026-05-12T20:34:29+02:00","26,874","26,881"
"2026-05-12T20:34:59+02:00","26,891","26,885"
"2026-05-12T20:35:29+02:00","26,867","26,877"
"2026-05-12T20:35:59+02:00","26,894","26,885"
"2026-05-12T20:36:29+02:00","26,890","26,889"
"2026-05-12T20:36:59+02:00","26,885","26,890"
"2026-05-12T20:37:29+02:00","26,893","26,887"
"2026-05-12T20:37:59+02:00","26,899","26,898"
"2026-05-12T20:38:29+02:00","26,908","26,904"
"2026-05-12T20:38:59+02:00","26,905","26,904"
"2026-05-12T20:39:29+02:00","26,924","26,916"
"2026-05-12T20:39:59+02:00","26,922","26,917"
"2026-05-12T20:40:29+02:00","26,915","26,912"
"2026-05-12T20:40:59+02:00","26,930","26,924"
"2026-05-12T20:41:29+02:00","26,916","26,932"
"2026-05-12T20:41:59+02:00","26,928","26,926"
"2026-05-12T20:42:29+02:00","26,931","26,929"
"2026-05-12T20:42:59+02:00","26,930","26,941"
"2026-05-12T20:43:29+02:00","26,923","26,929"
"2026-05-12T20:43:59+02:00","26,903","26,917"
"2026-05-12T20:44:29+02:00","26,901","26,917"
"2026-05-12T20:44:59+02:00","26,896","26,903"
"2026-05-12T20:45:29+02:00","26,892","26,894"
"2026-05-12T20:45:59+02:00","26,907","26,902"
"2026-05-12T20:46:29+02:00","26,887","26,889"
"2026-05-12T20:46:59+02:00","26,871","26,869"
"2026-05-12T20:47:29+02:00","26,876","26,868"
"2026-05-12T20:47:59+02:00","26,853","26,865"
"2026-05-12T20:48:29+02:00","26,857","26,846"
"2026-05-12T20:48:59+02:00","26,839","26,850"
"2026-05-12T20:49:29+02:00","26,838","26,840"
"2026-05-12T20:49:59+02:00","26,828","26,826"
"2026-05-12T20:50:29+02:00","26,817","26,819"
"2026-05-12T20:50:59+02:00","26,802","26,812"
"2026-05-12T20:51:29+02:00","26,785","26,796"
"2026-05-12T20:51:59+02:00","26,804","26,792"
"2026-05-12T20:52:29+02:00","26,790","26,792"
"2026-05-12T20:52:59+02:00","26,767","26,774"
"2026-05-12T20:53:29+02:00","26,776","26,774"
"2026-05-12T20:53:59+02:00","26,788","26,774"
"2026-05-12T20:54:29+02:00","26,779","26,769"
"2026-05-12T20:54:59+02:00","26,771","26,758"
"2026-05-12T20:55:29+02:00","26,759","26,760"
"2026-05-12T20:55:59+02:00","26,732","26,747"
"2026-05-12T20:56:29+02:00","26,733","26,725"
"2026-05-12T20:56:59+02:00","26,726","26,724"
"2026-05-12T20:57:29+02:00","26,712","26,723"
"2026-05-12T20:57:59+02:00","26,693","26,701"
"2026-05-12T20:58:29+02:00","26,705","26,701"
"2026-05-12T20:58:59+02:00","26,693","26,707"
"2026-05-12T20:59:29+02:00","26,678","26,687"
"2026-05-12T20:59:59+02:00","26,679","26,682"
"2026-05-12T21:00:29+02:00","26,686","26,679"
"2026-05-12T21:00:59+02:00","26,665","26,679"
"2026-05-12T21:01:29+02:00","26,674","26,669"
"2026-05-12T21:01:59+02:00","26,673","26,678"
"2026-05-12T21:02:29+02:00","26,668","26,678"
"2026-05-12T21:02:59+02:00","26,663","26,667"
"2026-05-12T21:03:29+02:00","26,698","26,679"
"2026-05-12T21:03:59+02:00","26,684","26,685"
"2026-05-12T21:04:29+02:00","26,676","26,683"
"2026-05-12T21:04:59+02:00","26,708","26,694"
"2026-05-12T21:05:29+02:00","26,691","26,694"
"2026-05-12T21:05:59+02:00","26,672","26,676"
"2026-05-12T21:06:29+02:00","26,673","26,673"
"2026-05-12T21:06:59+02:00","26,692","26,691"
"2026-05-12T21:07:29+02:00","26,691","26,684"
"2026-05-12T21:07:59+02:00","26,693","26,689"
"2026-05-12T21:08:29+02:00","26,696","26,692"
"2026-05-12T21:08:59+02:00","26,684","26,690"
"2026-05-12T21:09:29+02:00","26,687","26,685"
"2026-05-12T21:09:59+02:00","26,700","26,706"
"2026-05-12T21:10:29+02:00","26,705","26,704"
"2026-05-12T21:10:59+02:00","26,702","26,705"
"2026-05-12T21:11:29+02:00","26,738","26,711"
"2026-05-12T21:11:59+02:00","26,698","26,716"
"2026-05-12T21:12:29+02:00","26,707","26,698"
"2026-05-12T21:12:59+02:00","26,721","26,703"
"2026-05-12T21:13:29+02:00","26,706","26,709"
"2026-05-12T21:13:59+02:00","26,713","26,700"
"2026-05-12T21:14:29+02:00","26,717","26,707"
"2026-05-12T21:14:59+02:00","26,701","26,707"
"2026-05-12T21:15:29+02:00","26,677","26,690"
"2026-05-12T21:15:59+02:00","26,690","26,691"
"2026-05-12T21:16:29+02:00","26,692","26,690"
"2026-05-12T21:16:59+02:00","26,681","26,682"
"2026-05-12T21:17:29+02:00","26,673","26,682"
"2026-05-12T21:17:59+02:00","26,691","26,691"
"2026-05-12T21:18:29+02:00","26,672","26,684"
"2026-05-12T21:18:59+02:00","26,692","26,680"
"2026-05-12T21:19:29+02:00","26,675","26,684"
"2026-05-12T21:19:59+02:00","26,673","26,674"
"2026-05-12T21:20:29+02:00","26,656","26,663"
"2026-05-12T21:20:59+02:00","26,678","26,659"
"2026-05-12T21:21:29+02:00","26,648","26,668"
"2026-05-12T21:21:59+02:00","26,632","26,644"
"2026-05-12T21:22:29+02:00","26,647","26,637"
"2026-05-12T21:22:59+02:00","26,633","26,641"
"2026-05-12T21:23:29+02:00","26,620","26,624"
"2026-05-12T21:23:59+02:00","26,611","26,621"
"2026-05-12T21:24:29+02:00","26,622","26,618"
"2026-05-12T21:24:59+02:00","26,603","26,608"
"2026-05-12T21:25:29+02:00","26,596","26,591"
"2026-05-12T21:25:59+02:00","26,593","26,591"
"2026-05-12T21:26:29+02:00","26,560","26,573"
"2026-05-12T21:26:59+02:00","26,558","26,555"
"2026-05-12T21:27:29+02:00","26,553","26,561"
"2026-05-12T21:27:59+02:00","26,535","26,543"
"2026-05-12T21:28:29+02:00","26,525","26,535"
"2026-05-12T21:28:59+02:00","26,526","26,529"
"2026-05-12T21:29:29+02:00","26,504","26,521"
"2026-05-12T21:29:59+02:00","26,505","26,494"
"2026-05-12T21:30:29+02:00","26,507","26,498"
"2026-05-12T21:30:59+02:00","26,495","26,499"
"2026-05-12T21:31:29+02:00","26,474","26,482"
"2026-05-12T21:31:59+02:00","26,476","26,471"
"2026-05-12T21:32:29+02:00","26,461","26,475"
"2026-05-12T21:32:59+02:00","26,457","26,463"
"2026-05-12T21:33:29+02:00","26,435","26,439"
"2026-05-12T21:33:59+02:00","26,436","26,442"
"2026-05-12T21:34:29+02:00","26,417","26,422"
"2026-05-12T21:34:59+02:00","26,420","26,409"
"2026-05-12T21:35:29+02:00","26,404","26,411"
"2026-05-12T21:35:59+02:00","26,384","26,389"
"2026-05-12T21:36:29+02:00","26,375","26,384"
"2026-05-12T21:36:59+02:00","26,388","26,385"
"2026-05-12T21:37:29+02:00","26,385","26,387"
"2026-05-12T21:37:59+02:00","26,370","26,374"
"2026-05-12T21:38:29+02:00","26,362","26,369"
"2026-05-12T21:38:59+02:00","26,360","26,366"
"2026-05-12T21:39:29+02:00","26,346","26,346"
"2026-05-12T21:39:59+02:00","26,332","26,338"
"2026-05-12T21:40:29+02:00","26,335","26,332"
"2026-05-12T21:40:59+02:00","26,316","26,317"
"2026-05-12T21:41:29+02:00","26,333","26,320"
"2026-05-12T21:41:59+02:00","26,314","26,319"
"2026-05-12T21:42:29+02:00","26,313","26,318"
"2026-05-12T21:42:59+02:00","26,304","26,311"
"2026-05-12T21:43:29+02:00","26,302","26,317"
"2026-05-12T21:43:59+02:00","26,321","26,310"
"2026-05-12T21:44:29+02:00","26,303","26,301"
"2026-05-12T21:44:59+02:00","26,312","26,314"
"2026-05-12T21:45:29+02:00","26,316","26,320"
"2026-05-12T21:45:59+02:00","26,316","26,317"
"2026-05-12T21:46:29+02:00","26,330","26,332"
"2026-05-12T21:46:59+02:00","26,329","26,331"
"2026-05-12T21:47:29+02:00","26,336","26,331"
"2026-05-12T21:47:59+02:00","26,339","26,330"
"2026-05-12T21:48:29+02:00","26,336","26,339"
"2026-05-12T21:48:59+02:00","26,325","26,330"
"2026-05-12T21:49:29+02:00","26,339","26,328"
"2026-05-12T21:49:59+02:00","26,347","26,340"
"2026-05-12T21:50:29+02:00","26,328","26,337"
"2026-05-12T21:50:59+02:00","26,329","26,328"
"2026-05-12T21:51:29+02:00","26,357","26,344"
"2026-05-12T21:51:59+02:00","26,343","26,353"
"2026-05-12T21:52:29+02:00","26,354","26,342"
"2026-05-12T21:52:59+02:00","26,353","26,349"
"2026-05-12T21:53:29+02:00","26,345","26,353"
"2026-05-12T21:53:59+02:00","26,339","26,342"
"2026-05-12T21:54:29+02:00","26,358","26,352"
"2026-05-12T21:54:59+02:00","26,359","26,356"
"2026-05-12T21:55:29+02:00","26,330","26,343"
"2026-05-12T21:55:59+02:00","26,358","26,340"
"2026-05-12T21:56:29+02:00","26,342","26,351"
"2026-05-12T21:56:59+02:00","26,338","26,334"
"2026-05-12T21:57:29+02:00","26,336","26,328"
"2026-05-12T21:57:59+02:00","26,326","26,332"
"2026-05-12T21:58:29+02:00","26,327","26,328"
"2026-05-12T21:58:59+02:00","26,321","26,313"
"2026-05-12T21:59:29+02:00","26,312","26,307"
"2026-05-12T21:59:59+02:00","26,289","26,298"
"2026-05-12T22:00:29+02:00","26,279","26,280"
"2026-05-12T22:00:59+02:00","26,289","26,283"
"2026-05-12T22:01:29+02:00","26,277","26,278"
"2026-05-12T22:01:59+02:00","26,273","26,272"
"2026-05-12T22:02:29+02:00","26,260","26,263"
"2026-05-12T22:02:59+02:00","26,242","26,259"
"2026-05-12T22:03:29+02:00","26,228","26,238"
"2026-05-12T22:03:59+02:00","26,232","26,232"
"2026-05-12T22:04:29+02:00","26,224","26,232"
"2026-05-12T22:04:59+02:00","26,220","26,217"
"2026-05-12T22:05:29+02:00","26,198","26,204"
"2026-05-12T22:05:59+02:00","26,200","26,199"
"2026-05-12T22:06:29+02:00","26,200","26,196"
"2026-05-12T22:06:59+02:00","26,187","26,191"
"2026-05-12T22:07:29+02:00","26,184","26,188"
"2026-05-12T22:07:59+02:00","26,168","26,177"
"2026-05-12T22:08:29+02:00","26,156","26,158"
"2026-05-12T22:08:59+02:00","26,145","26,152"
"2026-05-12T22:09:29+02:00","26,155","26,148"
"2026-05-12T22:09:59+02:00","26,140","26,138"
"2026-05-12T22:10:29+02:00","26,133","26,135"
"2026-05-12T22:10:59+02:00","26,132","26,137"
"2026-05-12T22:11:29+02:00","26,114","26,121"
"2026-05-12T22:11:59+02:00","26,120","26,121"
"2026-05-12T22:12:29+02:00","26,114","26,121"
"2026-05-12T22:12:59+02:00","26,112","26,108"
"2026-05-12T22:13:29+02:00","26,098","26,107"
"2026-05-12T22:13:59+02:00","26,110","26,101"
"2026-05-12T22:14:29+02:00","26,092","26,101"
"2026-05-12T22:14:59+02:00","26,082","26,084"
"2026-05-12T22:15:29+02:00","26,094","26,081"
"2026-05-12T22:15:59+02:00","26,076","26,085"
"2026-05-12T22:16:29+02:00","26,068","26,074"
"2026-05-12T22:16:59+02:00","26,069","26,072"
"2026-05-12T22:17:29+02:00","26,087","26,081"
"2026-05-12T22:17:59+02:00","26,055","26,070"
"2026-05-12T22:18:29+02:00","26,071","26,062"
"2026-05-12T22:18:59+02:00","26,078","26,079"
"2026-05-12T22:19:29+02:00","26,062","26,074"
"2026-05-12T22:19:59+02:00","26,079","26,077"
"2026-05-12T22:20:29+02:00","26,092","26,092"
"2026-05-12T22:20:59+02:00","26,078","26,082"
"2026-05-12T22:21:29+02:00","26,088","26,083"
"2026-05-12T22:21:59+02:00","26,107","26,100"
"2026-05-12T22:22:29+02:00","26,107","26,098"
"2026-05-12T22:22:59+02:00","26,106","26,098"
"2026-05-12T22:23:29+02:00","26,113","26,106"
"2026-05-12T22:23:59+02:00","26,095","26,100"
"2026-05-12T22:24:29+02:00","26,087","26,087"
"2026-05-12T22:24:59+02:00","26,102","26,094"
"2026-05-12T22:25:29+02:00","26,091","26,100"
"2026-05-12T22:25:59+02:00","26,081","26,089"
"2026-05-12T22:26:29+02:00","26,125","26,101"
"2026-05-12T22:26:59+02:00","26,111","26,113"
"2026-05-12T22:27:29+02:00","26,110","26,107"
"2026-05-12T22:27:59+02:00","26,109","26,108"
"2026-05-12T22:28:29+02:00","26,108","26,121"
"2026-05-12T22:28:59+02:00","26,101","26,108"
"2026-05-12T22:29:29+02:00","26,112","26,106"
"2026-05-12T22:29:59+02:00","26,116","26,117"
"2026-05-12T22:30:29+02:00","26,123","26,122"
"2026-05-12T22:30:59+02:00","26,129","26,117"
"2026-05-12T22:31:29+02:00","26,138","26,126"
"2026-05-12T22:31:59+02:00","26,105","26,124"
"2026-05-12T22:32:29+02:00","26,109","26,108"
"2026-05-12T22:32:59+02:00","26,117","26,121"
"2026-05-12T22:33:29+02:00","26,117","26,118"
"2026-05-12T22:33:59+02:00","26,119","26,117"
"2026-05-12T22:34:29+02:00","26,117","26,111"
"2026-05-12T22:34:59+02:00","26,106","26,120"
"2026-05-12T22:35:29+02:00","26,098","26,102"
"2026-05-12T22:35:59+02:00","26,106","26,097"
"2026-05-12T22:36:29+02:00","26,105","26,104"
"2026-05-12T22:36:59+02:00","26,092","26,093"
"2026-05-12T22:37:29+02:00","26,092","26,091"
"2026-05-12T22:37:59+02:00","26,093","26,088"
"2026-05-12T22:38:29+02:00","26,073","26,082"
"2026-05-12T22:38:59+02:00","26,067","26,061"
"2026-05-12T22:39:29+02:00","26,076","26,069"
"2026-05-12T22:39:59+02:00","26,027","26,050"
"2026-05-12T22:40:29+02:00","26,019","26,031"
"2026-05-12T22:40:59+02:00","26,031","26,031"
"2026-05-12T22:41:29+02:00","26,006","26,023"
"2026-05-12T22:41:59+02:00","26,006","26,009"
"2026-05-12T22:42:29+02:00","26,006","26,008"
"2026-05-12T22:42:59+02:00","25,994","26,011"
"2026-05-12T22:43:29+02:00","25,998","25,998"
"2026-05-12T22:43:59+02:00","25,980","25,987"
"2026-05-12T22:44:29+02:00","25,980","25,985"
"2026-05-12T22:44:59+02:00","25,962","25,972"
"2026-05-12T22:45:29+02:00","25,953","25,958"
"2026-05-12T22:45:59+02:00","25,970","25,964"
"2026-05-12T22:46:29+02:00","25,943","25,960"
"2026-05-12T22:46:59+02:00","25,954","25,949"
"2026-05-12T22:47:29+02:00","25,966","25,950"
"2026-05-12T22:47:59+02:00","25,939","25,941"
"2026-05-12T22:48:29+02:00","25,933","25,928"
"2026-05-12T22:48:59+02:00","25,921","25,931"
"2026-05-12T22:49:29+02:00","25,917","25,922"
"2026-05-12T22:49:59+02:00","25,909","25,909"
"2026-05-12T22:50:29+02:00","25,905","25,905"
"2026-05-12T22:50:59+02:00","25,899","25,908"
"2026-05-12T22:51:29+02:00","25,878","25,879"
"2026-05-12T22:51:59+02:00","25,867","25,866"
"2026-05-12T22:52:29+02:00","25,860","25,869"
"2026-05-12T22:52:59+02:00","25,845","25,852"
"2026-05-12T22:53:29+02:00","25,848","25,842"
"2026-05-12T22:53:59+02:00","25,844","25,845"
"2026-05-12T22:54:29+02:00","25,834","25,834"
"2026-05-12T22:54:59+02:00","25,817","25,828"
"2026-05-12T22:55:29+02:00","25,830","25,824"
"2026-05-12T22:55:59+02:00","25,807","25,816"
"2026-05-12T22:56:29+02:00","25,817","25,804"
"2026-05-12T22:56:59+02:00","25,811","25,813"
"2026-05-12T22:57:29+02:00","25,807","25,820"
"2026-05-12T22:57:59+02:00","25,805","25,809"
"2026-05-12T22:58:29+02:00","25,821","25,818"
"2026-05-12T22:58:59+02:00","25,841","25,834"
"2026-05-12T22:59:29+02:00","25,833","25,840"
"2026-05-12T22:59:59+02:00","25,843","25,833"
"2026-05-12T23:00:29+02:00","25,842","25,838"
"2026-05-12T23:00:59+02:00","25,841","25,843"
"2026-05-12T23:01:29+02:00","25,869","25,853"
"2026-05-12T23:01:59+02:00","25,885","25,872"
"2026-05-12T23:02:29+02:00","25,876","25,876"
"2026-05-12T23:02:59+02:00","25,892","25,879"
"2026-05-12T23:03:29+02:00","25,896","25,891"
"2026-05-12T23:03:59+02:00","25,896","25,896"
"2026-05-12T23:04:29+02:00","25,909","25,899"
"2026-05-12T23:04:59+02:00","25,925","25,912"
"2026-05-12T23:05:29+02:00","25,898","25,917"
"2026-05-12T23:05:59+02:00","25,904","25,910"
"2026-05-12T23:06:29+02:00","25,929","25,917"
"2026-05-12T23:06:59+02:00","25,927","25,926"
"2026-05-12T23:07:29+02:00","25,917","25,925"
"2026-05-12T23:07:59+02:00","25,930","25,923"
"2026-05-12T23:08:29+02:00","25,927","25,925"
"2026-05-12T23:08:59+02:00","25,917","25,919"
"2026-05-12T23:09:29+02:00","25,920","25,922"
"2026-05-12T23:09:59+02:00","25,923","25,921"
"2026-05-12T23:10:29+02:00","25,903","25,920"
"2026-05-12T23:10:59+02:00","25,900","25,899"
"2026-05-12T23:11:29+02:00","25,908","25,908"
"2026-05-12T23:11:59+02:00","25,892","25,912"
"2026-05-12T23:12:29+02:00","25,898","25,899"
"2026-05-12T23:12:59+02:00","25,899","25,903"
"2026-05-12T23:13:29+02:00","25,929","25,913"
"2026-05-12T23:13:59+02:00","25,890","25,904"
"2026-05-12T23:14:29+02:00","25,911","25,894"
"2026-05-12T23:14:59+02:00","25,908","25,907"
"2026-05-12T23:15:29+02:00","25,892","25,898"
"2026-05-12T23:15:59+02:00","25,899","25,894"
"2026-05-12T23:16:29+02:00","25,908","25,900"
"2026-05-12T23:16:59+02:00","25,887","25,904"
"2026-05-12T23:17:29+02:00","25,886","25,886"
"2026-05-12T23:17:59+02:00","25,880","25,888"
"2026-05-12T23:18:29+02:00","25,859","25,866"
"2026-05-12T23:18:59+02:00","25,851","25,850"
"2026-05-12T23:19:29+02:00","25,852","25,856"
"2026-05-12T23:19:59+02:00","25,856","25,847"
"2026-05-12T23:20:29+02:00","25,831","25,832"
"2026-05-12T23:20:59+02:00","25,835","25,835"
"2026-05-12T23:21:29+02:00","25,830","25,831"
"2026-05-12T23:21:59+02:00","25,817","25,818"
"2026-05-12T23:22:29+02:00","25,836","25,812"
"2026-05-12T23:22:59+02:00","25,818","25,812"
"2026-05-12T23:23:29+02:00","25,797","25,798"
"2026-05-12T23:23:59+02:00","25,788","25,783"
"2026-05-12T23:24:29+02:00","25,792","25,780"
"2026-05-12T23:24:59+02:00","25,782","25,782"
"2026-05-12T23:25:29+02:00","25,772","25,769"
"2026-05-12T23:25:59+02:00","25,770","25,767"
"2026-05-12T23:26:29+02:00","25,750","25,758"
"2026-05-12T23:26:59+02:00","25,731","25,736"
"2026-05-12T23:27:29+02:00","25,736","25,733"
"2026-05-12T23:27:59+02:00","25,710","25,725"
"2026-05-12T23:28:29+02:00","25,696","25,702"
"2026-05-12T23:28:59+02:00","25,692","25,700"
"2026-05-12T23:29:29+02:00","25,701","25,691"
"2026-05-12T23:29:59+02:00","25,691","25,691"
"2026-05-12T23:30:29+02:00","25,687","25,682"
"2026-05-12T23:30:59+02:00","25,699","25,691"
"2026-05-12T23:31:29+02:00","25,701","25,696"
"2026-05-12T23:31:59+02:00","25,692","25,687"
"2026-05-12T23:32:29+02:00","25,703","25,700"
"2026-05-12T23:32:59+02:00","25,711","25,701"
"2026-05-12T23:33:29+02:00","25,708","25,703"
"2026-05-12T23:33:59+02:00","25,713","25,702"
"2026-05-12T23:34:29+02:00","25,704","25,704"
"2026-05-12T23:34:59+02:00","25,702","25,700"
"2026-05-12T23:35:29+02:00","25,701","25,706"
"2026-05-12T23:35:59+02:00","25,706","25,712"
"2026-05-12T23:36:29+02:00","25,716","25,706"
"2026-05-12T23:36:59+02:00","25,717","25,716"
"2026-05-12T23:37:29+02:00","25,738","25,720"
"2026-05-12T23:37:59+02:00","25,704","25,713"
"2026-05-12T23:38:29+02:00","25,717","25,715"
"2026-05-12T23:38:59+02:00","25,721","25,723"
"2026-05-12T23:39:29+02:00","25,710","25,724"
"2026-05-12T23:39:59+02:00","25,715","25,711"
"2026-05-12T23:40:29+02:00","25,724","25,730"
"2026-05-12T23:40:59+02:00","25,728","25,733"
"2026-05-12T23:41:29+02:00","25,716","25,725"
"2026-05-12T23:41:59+02:00","25,737","25,734"
"2026-05-12T23:42:29+02:00","25,740","25,741"
"2026-05-12T23:42:59+02:00","25,724","25,733"
"2026-05-12T23:43:29+02:00","25,747","25,745"
"2026-05-12T23:43:59+02:00","25,752","25,752"
"2026-05-12T23:44:29+02:00","25,737","25,742"
"2026-05-12T23:44:59+02:00","25,764","25,749"
"2026-05-12T23:45:29+02:00","25,766","25,763"
"2026-05-12T23:45:59+02:00","25,756","25,769"
"2026-05-12T23:46:29+02:00","25,777","25,767"
"2026-05-12T23:46:59+02:00","25,791","25,787"
"2026-05-12T23:47:29+02:00","25,790","25,799"
"2026-05-12T23:47:59+02:00","25,775","25,789"
"2026-05-12T23:48:29+02:00","25,803","25,796"
"2026-05-12T23:48:59+02:00","25,774","25,787"
"2026-05-12T23:49:29+02:00","25,773","25,775"
"2026-05-12T23:49:59+02:00","25,773","25,779"
"2026-05-12T23:50:29+02:00","25,795","25,789"
"2026-05-12T23:50:59+02:00","25,779","25,787"
"2026-05-12T23:51:29+02:00","25,791","25,776"
"2026-05-12T23:51:59+02:00","25,787","25,784"
"2026-05-12T23:52:29+02:00","25,766","25,767"
"2026-05-12T23:52:59+02:00","25,765","25,768"
"2026-05-12T23:53:29+02:00","25,766","25,771"
"2026-05-12T23:53:59+02:00","25,747","25,754"
"2026-05-12T23:54:29+02:00","25,743","25,741"
"2026-05-12T23:54:59+02:00","25,742","25,745"
"2026-05-12T23:55:29+02:00","25,736","25,738"
"2026-05-12T23:55:59+02:00","25,716","25,719"
"2026-05-12T23:56:29+02:00","25,699","25,705"
"2026-05-12T23:56:59+02:00","25,673","25,693"
"2026-05-12T23:57:29+02:00","25,676","25,672"
"2026-05-12T23:57:59+02:00","25,662","25,674"
"2026-05-12T23:58:29+02:00","25,668","25,672"
"2026-05-12T23:58:59+02:00","25,658","25,660"
"2026-05-12T23:59:29+02:00","25,652","25,649"
"2026-05-12T23:59:59+02:00","25,638","25,653"
"2026-05-13T00:00:29+02:00","25,626","25,642"
"2026-05-13T00:00:59+02:00","25,642","25,628"
"2026-05-13T00:01:29+02:00","25,644","25,643"
"2026-05-13T00:01:59+02:00","25,640","25,641"
"2026-05-13T00:02:29+02:00","25,624","25,624"
"2026-05-13T00:02:59+02:00","25,633","25,629"
"2026-05-13T00:03:29+02:00","25,621","25,618"
"2026-05-13T00:03:59+02:00","25,583","25,599"
"2026-05-13T00:04:29+02:00","25,597","25,594"
"2026-05-13T00:04:59+02:00","25,587","25,595"
"2026-05-13T00:05:29+02:00","25,563","25,574"
"2026-05-13T00:05:59+02:00","25,571","25,578"
"2026-05-13T00:06:29+02:00","25,578","25,586"
"2026-05-13T00:06:59+02:00","25,574","25,578"
"2026-05-13T00:07:29+02:00","25,572","25,575"
"2026-05-13T00:07:59+02:00","25,572","25,573"
"2026-05-13T00:08:29+02:00","25,566","25,564"
"2026-05-13T00:08:59+02:00","25,550","25,560"
"2026-05-13T00:09:29+02:00","25,565","25,560"
"2026-05-13T00:09:59+02:00","25,561","25,558"
"2026-05-13T00:10:29+02:00","25,554","25,554"
"2026-05-13T00:10:59+02:00","25,561","25,559"
"2026-05-13T00:11:29+02:00","25,560","25,561"
"2026-05-13T00:11:59+02:00","25,546","25,554"
"2026-05-13T00:12:29+02:00","25,540","25,550"
"2026-05-13T00:12:59+02:00","25,559","25,562"
"2026-05-13T00:13:29+02:00","25,546","25,546"
"2026-05-13T00:13:59+02:00","25,539","25,542"
"2026-05-13T00:14:29+02:00","25,538","25,544"
"2026-05-13T00:14:59+02:00","25,550","25,550"
"2026-05-13T00:15:29+02:00","25,556","25,545"
"2026-05-13T00:15:59+02:00","25,572","25,560"
"2026-05-13T00:16:29+02:00","25,560","25,570"
"2026-05-13T00:16:59+02:00","25,553","25,555"
"2026-05-13T00:17:29+02:00","25,559","25,551"
"2026-05-13T00:17:59+02:00","25,572","25,574"
"2026-05-13T00:18:29+02:00","25,561","25,561"
"2026-05-13T00:18:59+02:00","25,574","25,563"
"2026-05-13T00:19:29+02:00","25,572","25,576"
"2026-05-13T00:19:59+02:00","25,571","25,570"
"2026-05-13T00:20:29+02:00","25,596","25,578"
"2026-05-13T00:20:59+02:00","25,600","25,596"
"2026-05-13T00:21:29+02:00","25,607","25,601"
"2026-05-13T00:21:59+02:00","25,582","25,594"
"2026-05-13T00:22:29+02:00","25,615","25,596"
"2026-05-13T00:22:59+02:00","25,600","25,605"
"2026-05-13T00:23:29+02:00","25,626","25,617"
"2026-05-13T00:23:59+02:00","25,629","25,623"
"2026-05-13T00:24:29+02:00","25,613","25,629"
"2026-05-13T00:24:59+02:00","25,607","25,614"
"2026-05-13T00:25:29+02:00","25,619","25,613"
"2026-05-13T00:25:59+02:00","25,625","25,617"
"2026-05-13T00:26:29+02:00","25,607","25,619"
"2026-05-13T00:26:59+02:00","25,605","25,614"
"2026-05-13T00:27:29+02:00","25,598","25,604"
"2026-05-13T00:27:59+02:00","25,595","25,601"
"2026-05-13T00:28:29+02:00","25,590","25,587"
"2026-05-13T00:28:59+02:00","25,578","25,587"
"2026-05-13T00:29:29+02:00","25,584","25,581"
"2026-05-13T00:29:59+02:00","25,568","25,574"
"2026-05-13T00:30:29+02:00","25,560","25,560"
"2026-05-13T00:30:59+02:00","25,545","25,553"
"2026-05-13T00:31:29+02:00","25,538","25,544"
"2026-05-13T00:31:59+02:00","25,541","25,544"
"2026-05-13T00:32:29+02:00","25,524","25,532"
"2026-05-13T00:32:59+02:00","25,512","25,519"
"2026-05-13T00:33:29+02:00","25,526","25,511"
"2026-05-13T00:33:59+02:00","25,521","25,513"
"2026-05-13T00:34:29+02:00","25,523","25,520"
"2026-05-13T00:34:59+02:00","25,506","25,509"
"2026-05-13T00:35:29+02:00","25,500","25,506"
"2026-05-13T00:35:59+02:00","25,513","25,503"
"2026-05-13T00:36:29+02:00","25,510","25,505"
"2026-05-13T00:36:59+02:00","25,498","25,499"
"2026-05-13T00:37:29+02:00","25,490","25,485"
"2026-05-13T00:37:59+02:00","25,482","25,487"
"2026-05-13T00:38:29+02:00","25,490","25,488"
"2026-05-13T00:38:59+02:00","25,487","25,486"
"2026-05-13T00:39:29+02:00","25,487","25,483"
"2026-05-13T00:39:59+02:00","25,489","25,484"
"2026-05-13T00:40:29+02:00","25,463","25,471"
"2026-05-13T00:40:59+02:00","25,459","25,470"
"2026-05-13T00:41:29+02:00","25,462","25,463"
"2026-05-13T00:41:59+02:00","25,471","25,462"
"2026-05-13T00:42:29+02:00","25,458","25,457"
"2026-05-13T00:42:59+02:00","25,437","25,443"
"2026-05-13T00:43:29+02:00","25,435","25,435"
"2026-05-13T00:43:59+02:00","25,440","25,433"
"2026-05-13T00:44:29+02:00","25,417","25,426"
"2026-05-13T00:44:59+02:00","25,427","25,417"
"2026-05-13T00:45:29+02:00","25,413","25,416"
"2026-05-13T00:45:59+02:00","25,401","25,410"
"2026-05-13T00:46:29+02:00","25,394","25,411"
"2026-05-13T00:46:59+02:00","25,422","25,412"
"2026-05-13T00:47:29+02:00","25,405","25,416"
"2026-05-13T00:47:59+02:00","25,417","25,418"
"2026-05-13T00:48:29+02:00","25,428","25,416"
"2026-05-13T00:48:59+02:00","25,409","25,412"
